"id","created_at","updated_at","deleted_at","student_id","subject_class_id","is_active","first_ca","second_ca","first_exam","total_first","grade_first","remark_first","s_first_ca","s_second_ca","second_exam","total_second","grade_second","remark_second"
1838,"2020-11-29 21:38:46.127894+01","2020-12-17 11:44:24.504745+01",,91,62,TRUE,,,,,,,12,11,27,50,"C","GOOD"
3309,"2020-12-09 08:40:11.887795+01","2020-12-17 11:44:46.633494+01",,94,65,TRUE,0,0,0,0,"","",6,0,35,41,"E","PASS"
3282,"2020-12-09 08:36:36.606458+01","2020-12-17 11:43:42.59898+01",,95,107,TRUE,0,0,0,0,"","",10,10,48,68,"B","VERY GOOD"
3289,"2020-12-09 08:37:30.553742+01","2020-12-17 11:43:53.79443+01",,97,107,TRUE,0,0,0,0,"","",10,10,42,62,"B","VERY GOOD"
1869,"2020-11-29 21:38:46.174833+01","2020-12-17 11:45:01.083657+01",,137,16,TRUE,,,,,,,18,7,9,34,"F","POOR"
1940,"2020-11-29 21:38:46.298301+01","2020-12-17 11:46:31.023402+01",,64,40,TRUE,,,,,,,17,10,34,61,"B","VERY GOOD"
1941,"2020-11-29 21:38:46.299859+01","2020-12-17 11:46:31.038827+01",,64,16,TRUE,,,,,,,20,17,51,88,"A","EXCELLENT"
3312,"2020-12-09 08:41:32.250652+01","2020-12-17 11:55:24.387076+01",,82,83,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
1826,"2020-11-29 21:38:46.110303+01","2020-12-17 11:43:53.79644+01",,97,86,TRUE,,,,,,,20,13,50,83,"A","EXCELLENT"
1866,"2020-11-29 21:38:46.170281+01","2020-12-17 11:45:01.075517+01",,137,31,TRUE,,,,,,,12,3,34,49,"D","PASS"
3320,"2020-12-09 08:42:33.802851+01","2020-12-17 11:56:08.79701+01",,89,68,TRUE,0,0,0,0,"","",15,13,51,79,"A","EXCELLENT"
3324,"2020-12-09 08:43:21.486035+01","2020-12-17 11:56:29.48568+01",,84,80,TRUE,0,0,0,0,"","",16,10,43,69,"B","VERY GOOD"
3293,"2020-12-09 08:38:17.353569+01","2020-12-17 11:44:06.255076+01",,74,68,TRUE,0,0,0,0,"","",16,13,36,65,"B","VERY GOOD"
1865,"2020-11-29 21:38:46.168826+01","2020-12-17 11:45:01.08546+01",,137,34,TRUE,,,,,,,17,17,44,78,"A","EXCELLENT"
1942,"2020-11-29 21:38:46.301331+01","2020-12-17 11:46:31.040568+01",,64,37,TRUE,,,,,,,17,17,45,79,"A","EXCELLENT"
1889,"2020-11-29 21:38:46.209491+01","2020-12-17 11:45:35.978595+01",,69,34,TRUE,,,,,,,13,12,17,42,"E","PASS"
1870,"2020-11-29 21:38:46.176345+01","2020-12-17 11:45:01.08759+01",,137,37,TRUE,,,,,,,16,11,41,68,"B","VERY GOOD"
3305,"2020-12-09 08:40:11.879619+01","2020-12-17 11:44:46.62743+01",,94,89,TRUE,0,0,0,0,"","",15,5,34,54,"C","GOOD"
1894,"2020-11-29 21:38:46.21751+01","2020-12-17 11:45:35.980658+01",,69,37,TRUE,,,,,,,10,10,10,30,"F","POOR"
3285,"2020-12-09 08:37:30.542852+01","2020-12-17 11:43:53.782276+01",,97,83,TRUE,0,0,0,0,"","",13,11,43,67,"B","VERY GOOD"
1835,"2020-11-29 21:38:46.124193+01","2020-12-17 11:44:24.493075+01",,91,95,TRUE,,,,,,,15,10,40,65,"B","VERY GOOD"
1890,"2020-11-29 21:38:46.211352+01","2020-12-17 11:45:35.982478+01",,69,31,TRUE,,,,,,,8,,25,33,"F","POOR"
1910,"2020-11-29 21:38:46.247054+01","2020-12-17 11:46:00.905566+01",,101,58,TRUE,,,,,,,,,,,"F","WEAK"
3276,"2020-12-09 08:36:36.596276+01","2020-12-17 11:43:42.596938+01",,95,80,TRUE,0,0,0,0,"","",20,12,43,75,"A","EXCELLENT"
1891,"2020-11-29 21:38:46.212849+01","2020-12-17 11:45:35.965579+01",,69,28,TRUE,,,,,,,15,8,15,38,"F","POOR"
1911,"2020-11-29 21:38:46.248698+01","2020-12-17 11:46:00.908536+01",,101,43,TRUE,,,,,,,,,,,"F","WEAK"
2069,"2020-11-29 21:38:46.519331+01","2020-12-17 11:50:02.288821+01",,130,33,TRUE,,,,,,,10,12,33,55,"C","GOOD"
1912,"2020-11-29 21:38:46.250603+01","2020-12-17 11:46:00.910583+01",,101,22,TRUE,,,,,,,,,,,"F","WEAK"
1913,"2020-11-29 21:38:46.252282+01","2020-12-17 11:46:00.912869+01",,101,34,TRUE,,,,,,,,,,,"F","WEAK"
1914,"2020-11-29 21:38:46.253805+01","2020-12-17 11:46:00.91501+01",,101,31,TRUE,,,,,,,,,,,"F","WEAK"
1915,"2020-11-29 21:38:46.255326+01","2020-12-17 11:46:00.917077+01",,101,28,TRUE,,,,,,,,,,,"F","WEAK"
1916,"2020-11-29 21:38:46.257038+01","2020-12-17 11:46:00.918946+01",,101,40,TRUE,,,,,,,,,,,"F","WEAK"
1917,"2020-11-29 21:38:46.258557+01","2020-12-17 11:46:00.920692+01",,101,16,TRUE,,,,,,,,,,,"F","WEAK"
1918,"2020-11-29 21:38:46.260109+01","2020-12-17 11:46:00.922647+01",,101,37,TRUE,,,,,,,,,,,"F","WEAK"
1919,"2020-11-29 21:38:46.261662+01","2020-12-17 11:46:00.924722+01",,101,46,TRUE,,,,,,,,,,,"F","WEAK"
1920,"2020-11-29 21:38:46.263295+01","2020-12-17 11:46:00.927391+01",,101,94,TRUE,,,,,,,15,10,32,57,"C","GOOD"
3314,"2020-12-09 08:41:32.25723+01","2020-12-17 11:55:24.389264+01",,82,77,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3316,"2020-12-09 08:41:32.260716+01","2020-12-17 11:55:24.391389+01",,82,107,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3318,"2020-12-09 08:42:33.799699+01","2020-12-17 11:56:08.791567+01",,89,89,TRUE,0,0,0,0,"","",15,5,42,62,"B","VERY GOOD"
1810,"2020-11-29 21:38:46.082856+01","2020-12-18 11:11:39.170751+01",,93,62,TRUE,,,,,,,,,,,"F","WEAK"
1811,"2020-11-29 21:38:46.084043+01","2020-12-18 11:11:39.17291+01",,93,59,TRUE,,,,,,,,,,,"F","WEAK"
1812,"2020-11-29 21:38:46.085196+01","2020-12-18 11:11:39.174963+01",,93,86,TRUE,,,,,,,,,,,"F","WEAK"
1959,"2020-11-29 21:38:46.332308+01","2020-12-21 13:31:16.370998+01",,55,43,TRUE,,,,,,,15,18,52,85,"A","EXCELLENT"
1923,"2020-11-29 21:38:46.26975+01","2020-12-17 11:46:05.953607+01",,67,43,TRUE,,,,,,,16,17,41,74,"A","EXCELLENT"
1856,"2020-11-29 21:38:46.156112+01","2020-12-17 11:44:46.638721+01",,94,95,TRUE,,,,,,,15,10,43,68,"B","VERY GOOD"
1922,"2020-11-29 21:38:46.268146+01","2020-12-17 11:46:05.955617+01",,67,58,TRUE,,,,,,,12,15,35,62,"B","VERY GOOD"
1928,"2020-11-29 21:38:46.277464+01","2020-12-17 11:46:05.958288+01",,67,40,TRUE,,,,,,,15,12,28,55,"C","GOOD"
1904,"2020-11-29 21:38:46.235465+01","2020-12-17 11:45:46.077971+01",,143,40,TRUE,,,,,,,15,6,12,33,"F","POOR"
1929,"2020-11-29 21:38:46.279134+01","2020-12-17 11:46:05.960956+01",,67,16,TRUE,,,,,,,12,10,34,56,"C","GOOD"
1881,"2020-11-29 21:38:46.19542+01","2020-12-17 11:45:16.853827+01",,136,16,TRUE,,,,,,,,5,14,19,"F","WEAK"
1900,"2020-11-29 21:38:46.228953+01","2020-12-17 11:45:46.079877+01",,143,22,TRUE,,,,,,,7,7,11,25,"F","WEAK"
1949,"2020-11-29 21:38:46.314205+01","2020-12-17 11:46:47.592347+01",,54,34,TRUE,,,,,,,11,14,34,59,"C","GOOD"
1884,"2020-11-29 21:38:46.20005+01","2020-12-17 11:45:16.856604+01",,136,94,TRUE,,,,,,,15,8,33,56,"C","GOOD"
1924,"2020-11-29 21:38:46.271241+01","2020-12-17 11:46:05.963649+01",,67,22,TRUE,,,,,,,14,10,30,54,"C","GOOD"
1899,"2020-11-29 21:38:46.227435+01","2020-12-17 11:45:46.081711+01",,143,43,TRUE,,,,,,,16,12,21,49,"D","PASS"
1948,"2020-11-29 21:38:46.312593+01","2020-12-17 11:46:47.594237+01",,54,22,TRUE,,,,,,,12,8,26,46,"D","PASS"
1905,"2020-11-29 21:38:46.237055+01","2020-12-17 11:45:46.083607+01",,143,16,TRUE,,,,,,,2,4,19,25,"F","WEAK"
1932,"2020-11-29 21:38:46.283815+01","2020-12-17 11:46:05.966174+01",,67,94,TRUE,,,,,,,15,7,36,58,"C","GOOD"
1875,"2020-11-29 21:38:46.186348+01","2020-12-17 11:45:16.859278+01",,136,43,TRUE,,,,,,,11,16,37,64,"B","VERY GOOD"
3306,"2020-12-09 08:40:11.881839+01","2020-12-17 11:44:46.641026+01",,94,83,TRUE,0,0,0,0,"","",18,5,53,76,"A","EXCELLENT"
1927,"2020-11-29 21:38:46.275931+01","2020-12-17 11:46:05.968687+01",,67,28,TRUE,,,,,,,8,10,36,54,"C","GOOD"
1902,"2020-11-29 21:38:46.231919+01","2020-12-17 11:45:46.0856+01",,143,31,TRUE,,,,,,,2,2,10,14,"F","WEAK"
1930,"2020-11-29 21:38:46.280868+01","2020-12-17 11:46:05.971163+01",,67,37,TRUE,,,,,,,13,15,27,55,"C","GOOD"
3303,"2020-12-09 08:39:08.594857+01","2020-12-17 11:44:24.508457+01",,91,107,TRUE,0,0,0,0,"","",10,10,37,57,"C","GOOD"
1951,"2020-11-29 21:38:46.317695+01","2020-12-17 11:46:47.596375+01",,54,28,TRUE,,,,,,,8,11,31,50,"C","GOOD"
3294,"2020-12-09 08:38:17.355687+01","2020-12-17 11:44:06.263704+01",,74,77,TRUE,0,0,0,0,"","",14,14,33,61,"B","VERY GOOD"
3308,"2020-12-09 08:40:11.885852+01","2020-12-17 11:44:46.643009+01",,94,77,TRUE,0,0,0,0,"","",19,10,22,51,"C","GOOD"
1953,"2020-11-29 21:38:46.321064+01","2020-12-17 11:46:47.598447+01",,54,16,TRUE,,,,,,,12,5,12,29,"F","WEAK"
1842,"2020-11-29 21:38:46.134405+01","2020-12-17 11:44:36.183516+01",,79,95,TRUE,,,,,,,,,,,"F","WEAK"
3337,"2020-12-09 08:44:21.527728+01","2020-12-18 11:04:12.268079+01",,172,107,TRUE,0,0,0,0,"","",8,10,23,41,"E","PASS"
1898,"2020-11-29 21:38:46.225808+01","2020-12-17 11:45:46.087579+01",,143,58,TRUE,,,,,,,16,12,13,41,"E","PASS"
1876,"2020-11-29 21:38:46.187826+01","2020-12-17 11:45:16.861813+01",,136,22,TRUE,,,,,,,10,10,24,44,"E","PASS"
1955,"2020-11-29 21:38:46.324242+01","2020-12-17 11:46:47.600334+01",,54,46,TRUE,,,,,,,13,14,33,60,"B","VERY GOOD"
1877,"2020-11-29 21:38:46.189319+01","2020-12-17 11:45:16.863849+01",,136,34,TRUE,,,,,,,13,11,33,57,"C","GOOD"
1855,"2020-11-29 21:38:46.154838+01","2020-12-17 11:44:46.64514+01",,94,23,TRUE,,,,,,,6,10,48,64,"B","VERY GOOD"
3304,"2020-12-09 08:40:11.875655+01","2020-12-17 11:44:46.646965+01",,94,80,TRUE,0,0,0,0,"","",18,10,48,76,"A","EXCELLENT"
3323,"2020-12-09 08:42:33.807646+01","2020-12-17 11:56:08.801369+01",,89,107,TRUE,0,0,0,0,"","",18,10,47,75,"A","EXCELLENT"
3296,"2020-12-09 08:38:17.359104+01","2020-12-17 11:44:06.265648+01",,74,107,TRUE,0,0,0,0,"","",18,12,50,80,"A","EXCELLENT"
3333,"2020-12-09 08:44:21.520341+01","2020-12-18 11:04:12.270852+01",,172,83,TRUE,0,0,0,0,"","",15,9,28,52,"C","GOOD"
3345,"2020-12-09 08:46:16.021658+01","2020-12-17 12:12:58.820721+01",,75,80,TRUE,0,0,0,0,"","",15,10,37,62,"B","VERY GOOD"
3290,"2020-12-09 08:38:17.346132+01","2020-12-17 11:44:06.267409+01",,74,80,TRUE,0,0,0,0,"","",20,15,42,77,"A","EXCELLENT"
1879,"2020-11-29 21:38:46.192407+01","2020-12-17 11:45:16.865825+01",,136,28,TRUE,,,,,,,10,9,30,49,"D","PASS"
3310,"2020-12-09 08:40:11.889601+01","2020-12-17 11:44:46.648794+01",,94,107,TRUE,0,0,0,0,"","",15,10,51,76,"A","EXCELLENT"
3319,"2020-12-09 08:42:33.801357+01","2020-12-17 11:56:08.8033+01",,89,83,TRUE,0,0,0,0,"","",20,16,57,93,"A","EXCELLENT"
3297,"2020-12-09 08:39:08.581261+01","2020-12-17 11:44:24.506546+01",,91,80,TRUE,0,0,0,0,"","",20,10,29,59,"C","GOOD"
3340,"2020-12-09 08:45:40.437299+01","2020-12-17 12:12:46.514047+01",,73,83,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3347,"2020-12-09 08:46:16.026158+01","2020-12-17 12:12:58.82295+01",,75,83,TRUE,0,0,0,0,"","",13,2,29,44,"E","PASS"
1860,"2020-11-29 21:38:46.160715+01","2020-12-17 11:44:46.650794+01",,94,59,TRUE,,,,,,,7,6,34,47,"D","PASS"
3351,"2020-12-09 08:46:16.032083+01","2020-12-17 12:12:58.825743+01",,75,107,TRUE,0,0,0,0,"","",8,10,37,55,"C","GOOD"
1903,"2020-11-29 21:38:46.233697+01","2020-12-17 11:45:46.089546+01",,143,28,TRUE,,,,,,,8,9,13,30,"F","POOR"
1861,"2020-11-29 21:38:46.162032+01","2020-12-17 11:44:46.652745+01",,94,86,TRUE,,,,,,,20,10,36,66,"B","VERY GOOD"
3335,"2020-12-09 08:44:21.52444+01","2020-12-18 11:04:12.265081+01",,172,77,TRUE,0,0,0,0,"","",17,17,10,44,"E","PASS"
3311,"2020-12-09 08:41:32.24803+01","2020-12-17 11:55:24.39321+01",,82,89,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3329,"2020-12-09 08:43:21.494279+01","2020-12-17 11:56:29.488309+01",,84,65,TRUE,0,0,0,0,"","",1,0,9,10,"F","WEAK"
1907,"2020-11-29 21:38:46.240454+01","2020-12-17 11:45:46.091368+01",,143,46,TRUE,,,,,,,5,10,20,35,"F","POOR"
1956,"2020-11-29 21:38:46.325926+01","2020-12-17 11:46:47.60212+01",,54,94,TRUE,,,,,,,15,10,32,57,"C","GOOD"
1950,"2020-11-29 21:38:46.315706+01","2020-12-17 11:46:47.590156+01",,54,31,TRUE,,,,,,,3,2,26,31,"F","POOR"
3292,"2020-12-09 08:38:17.351441+01","2020-12-17 11:44:06.26171+01",,74,83,TRUE,0,0,0,0,"","",18,13,30,61,"B","VERY GOOD"
1954,"2020-11-29 21:38:46.322716+01","2020-12-17 11:46:47.604011+01",,54,37,TRUE,,,,,,,14,13,29,56,"C","GOOD"
1970,"2020-11-29 21:38:46.351582+01","2020-12-17 11:47:05.027529+01",,131,57,TRUE,,,,,,,16,14,37,67,"B","VERY GOOD"
1931,"2020-11-29 21:38:46.282298+01","2020-12-17 11:46:05.951506+01",,67,46,TRUE,,,,,,,14,15,30,59,"C","GOOD"
1880,"2020-11-29 21:38:46.193921+01","2020-12-17 11:45:16.85113+01",,136,40,TRUE,,,,,,,13,12,23,48,"D","PASS"
1844,"2020-11-29 21:38:46.137214+01","2020-12-17 11:44:36.185439+01",,79,17,TRUE,,,,,,,,,,,"F","WEAK"
1901,"2020-11-29 21:38:46.230389+01","2020-12-17 11:45:46.076099+01",,143,34,TRUE,,,,,,,10,8,20,38,"F","POOR"
1845,"2020-11-29 21:38:46.139083+01","2020-12-17 11:44:36.187411+01",,79,62,TRUE,,,,,,,,,,,"F","WEAK"
1846,"2020-11-29 21:38:46.140895+01","2020-12-17 11:44:36.189639+01",,79,59,TRUE,,,,,,,,,,,"F","WEAK"
1847,"2020-11-29 21:38:46.1424+01","2020-12-17 11:44:36.191546+01",,79,86,TRUE,,,,,,,,,,,"F","WEAK"
1859,"2020-11-29 21:38:46.159457+01","2020-12-17 11:44:46.636236+01",,94,62,TRUE,,,,,,,13,16,47,76,"A","EXCELLENT"
3313,"2020-12-09 08:41:32.255661+01","2020-12-17 11:55:24.395303+01",,82,68,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3315,"2020-12-09 08:41:32.258993+01","2020-12-17 11:55:24.397082+01",,82,65,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3321,"2020-12-09 08:42:33.804378+01","2020-12-17 11:56:08.799187+01",,89,77,TRUE,0,0,0,0,"","",18,11,42,71,"A","EXCELLENT"
3342,"2020-12-09 08:45:40.44046+01","2020-12-17 12:12:46.516015+01",,73,77,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3344,"2020-12-09 08:45:40.443207+01","2020-12-17 12:12:46.518018+01",,73,107,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3349,"2020-12-09 08:46:16.029196+01","2020-12-17 12:12:58.817668+01",,75,77,TRUE,0,0,0,0,"","",1,3,12,16,"F","WEAK"
3338,"2020-12-09 08:45:40.432227+01","2020-12-17 12:12:46.5116+01",,73,80,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
1963,"2020-11-29 21:38:46.338834+01","2020-12-21 13:31:16.376051+01",,55,28,TRUE,,,,,,,12,12,39,63,"B","VERY GOOD"
3328,"2020-12-09 08:43:21.492854+01","2020-12-17 11:56:29.490837+01",,84,77,TRUE,0,0,0,0,"","",18,2,6,26,"F","WEAK"
3350,"2020-12-09 08:46:16.030613+01","2020-12-17 12:12:58.829822+01",,75,65,TRUE,0,0,0,0,"","",0,0,29,29,"F","WEAK"
1982,"2020-11-29 21:38:46.372449+01","2020-12-17 11:48:41.171319+01",,129,57,TRUE,,,,,,,20,11,30,61,"B","VERY GOOD"
3362,"2020-12-09 08:48:02.868961+01","2020-12-17 12:14:06.623879+01",,106,68,TRUE,0,0,0,0,"","",8,11,35,54,"C","GOOD"
3336,"2020-12-09 08:44:21.526106+01","2020-12-18 11:04:12.276267+01",,172,65,TRUE,0,0,0,0,"","",1,5,19,25,"F","WEAK"
1968,"2020-11-29 21:38:46.346701+01","2020-12-21 13:31:16.3787+01",,55,94,TRUE,,,,,,,15,15,36,66,"B","VERY GOOD"
2008,"2020-11-29 21:38:46.418568+01","2020-12-17 11:49:10.232817+01",,34,21,TRUE,,,,,,,13,12,34,59,"C","GOOD"
2014,"2020-11-29 21:38:46.428187+01","2020-12-17 11:49:10.235151+01",,34,39,TRUE,,,,,,,15,19,35,69,"B","VERY GOOD"
2038,"2020-11-29 21:38:46.465953+01","2020-12-17 11:49:22.664222+01",,37,39,TRUE,,,,,,,15,10,15,40,"E","PASS"
1965,"2020-11-29 21:38:46.342059+01","2020-12-21 13:31:16.380692+01",,55,16,TRUE,,,,,,,2,,24,26,"F","WEAK"
3341,"2020-12-09 08:45:40.439024+01","2020-12-17 12:12:46.522323+01",,73,68,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
1961,"2020-11-29 21:38:46.335645+01","2020-12-21 13:31:16.385338+01",,55,34,TRUE,,,,,,,13,16,41,70,"A","EXCELLENT"
3369,"2020-12-09 08:48:37.479211+01","2020-12-17 12:14:15.243958+01",,118,68,TRUE,0,0,0,0,"","",14,6,26,46,"D","PASS"
3406,"2020-12-09 08:51:36.245319+01","2021-01-29 14:51:52.366915+01",,125,65,TRUE,0,0,0,0,"","",13,13,35,61,"B","VERY GOOD"
1990,"2020-11-29 21:38:46.385955+01","2020-12-17 11:48:41.17379+01",,129,39,TRUE,,,,,,,15,16,48,79,"A","EXCELLENT"
3411,"2020-12-09 08:52:15.250203+01","2020-12-17 12:18:42.761152+01",,122,68,TRUE,0,0,0,0,"","",14,13,37,64,"B","VERY GOOD"
3397,"2020-12-09 08:51:00.388812+01","2020-12-17 12:17:43.530866+01",,123,68,TRUE,0,0,0,0,"","",9,8,36,53,"C","GOOD"
3387,"2020-12-09 08:50:24.40958+01","2020-12-17 12:17:32.12597+01",,105,80,TRUE,0,0,0,0,"","",11,10,28,49,"D","PASS"
2016,"2020-11-29 21:38:46.431462+01","2020-12-17 11:49:10.237463+01",,34,93,TRUE,,,,,,,15,19,41,75,"A","EXCELLENT"
2040,"2020-11-29 21:38:46.468585+01","2020-12-17 11:49:22.669201+01",,37,93,TRUE,,,,,,,15,10,24,49,"D","PASS"
2056,"2020-11-29 21:38:46.495808+01","2020-12-17 11:49:48.490473+01",,41,21,TRUE,,,,,,,14,11,38,63,"B","VERY GOOD"
2007,"2020-11-29 21:38:46.417011+01","2020-12-17 11:49:10.239598+01",,34,42,TRUE,,,,,,,20,18,30,68,"B","VERY GOOD"
2039,"2020-11-29 21:38:46.467179+01","2020-12-17 11:49:22.671223+01",,37,45,TRUE,,,,,,,10,4,38,52,"C","GOOD"
3404,"2020-12-09 08:51:36.241648+01","2021-01-29 14:51:52.361378+01",,125,68,TRUE,0,0,0,0,"","",16,8,35,59,"C","GOOD"
1729,"2020-11-29 21:38:45.967376+01","2020-12-17 11:40:52.831776+01",,128,22,TRUE,,,,,,,16,15,33,64,"B","VERY GOOD"
1992,"2020-11-29 21:38:46.389341+01","2020-12-17 11:48:41.175826+01",,129,93,TRUE,,,,,,,15,15,51,81,"A","EXCELLENT"
1989,"2020-11-29 21:38:46.384029+01","2020-12-17 11:48:41.177733+01",,129,27,TRUE,,,,,,,19,12,50,81,"A","EXCELLENT"
1983,"2020-11-29 21:38:46.374286+01","2020-12-17 11:48:41.179638+01",,129,42,TRUE,,,,,,,15,18,54,87,"A","EXCELLENT"
2011,"2020-11-29 21:38:46.423415+01","2020-12-17 11:49:10.241863+01",,34,15,TRUE,,,,,,,12,9,20,41,"E","PASS"
2035,"2020-11-29 21:38:46.46124+01","2020-12-17 11:49:22.672859+01",,37,15,TRUE,,,,,,,11,11,24,46,"D","PASS"
3385,"2020-12-09 08:49:49.447638+01","2020-12-17 12:17:19.432661+01",,121,65,TRUE,0,0,0,0,"","",0,11,17,28,"F","WEAK"
3346,"2020-12-09 08:46:16.024159+01","2020-12-17 12:12:58.832507+01",,75,89,TRUE,0,0,0,0,"","",10,5,20,35,"F","POOR"
3393,"2020-12-09 08:50:24.422658+01","2020-12-17 12:17:32.127814+01",,105,107,TRUE,0,0,0,0,"","",15,10,42,67,"B","VERY GOOD"
3413,"2020-12-09 08:52:15.253253+01","2020-12-17 12:18:42.763519+01",,122,65,TRUE,0,0,0,0,"","",0,4,27,31,"F","POOR"
1987,"2020-11-29 21:38:46.380638+01","2020-12-17 11:48:41.181602+01",,129,15,TRUE,,,,,,,18,12,23,53,"C","GOOD"
2012,"2020-11-29 21:38:46.424947+01","2020-12-17 11:49:10.244877+01",,34,30,TRUE,,,,,,,16,10,43,69,"B","VERY GOOD"
2036,"2020-11-29 21:38:46.463242+01","2020-12-17 11:49:22.674665+01",,37,30,TRUE,,,,,,,2,5,18,25,"F","WEAK"
2006,"2020-11-29 21:38:46.415364+01","2020-12-17 11:49:10.247784+01",,34,57,TRUE,,,,,,,18,12,29,59,"C","GOOD"
3360,"2020-12-09 08:48:02.865479+01","2020-12-17 12:14:06.62578+01",,106,89,TRUE,0,0,0,0,"","",15,5,20,40,"E","PASS"
3374,"2020-12-09 08:49:10.920748+01","2020-12-17 12:14:23.570198+01",,120,89,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3383,"2020-12-09 08:49:49.445052+01","2020-12-17 12:17:19.434866+01",,121,68,TRUE,0,0,0,0,"","",8,6,30,44,"E","PASS"
3332,"2020-12-09 08:44:21.517967+01","2020-12-18 11:04:12.273598+01",,172,89,TRUE,0,0,0,0,"","",15,10,15,40,"E","PASS"
1988,"2020-11-29 21:38:46.382435+01","2020-12-17 11:48:41.183497+01",,129,30,TRUE,,,,,,,10,9,40,59,"C","GOOD"
3418,"2020-12-09 09:40:21.102306+01","2020-12-17 11:43:28.913135+01",,139,108,TRUE,0,0,0,0,"","",10,10,36,56,"C","GOOD"
2030,"2020-11-29 21:38:46.45405+01","2020-12-17 11:49:22.676739+01",,37,57,TRUE,,,,,,,18,7,29,54,"C","GOOD"
1991,"2020-11-29 21:38:46.387507+01","2020-12-17 11:48:41.185223+01",,129,45,TRUE,,,,,,,15,14,41,70,"A","EXCELLENT"
1986,"2020-11-29 21:38:46.378962+01","2020-12-17 11:48:41.165406+01",,129,36,TRUE,,,,,,,19,18,47,84,"A","EXCELLENT"
2055,"2020-11-29 21:38:46.494247+01","2020-12-17 11:49:48.492646+01",,41,42,TRUE,,,,,,,16,18,51,85,"A","EXCELLENT"
2037,"2020-11-29 21:38:46.464567+01","2020-12-17 11:49:22.678723+01",,37,27,TRUE,,,,,,,16,9,30,55,"C","GOOD"
2054,"2020-11-29 21:38:46.492585+01","2020-12-17 11:49:48.487084+01",,41,57,TRUE,,,,,,,13,12,36,61,"B","VERY GOOD"
2015,"2020-11-29 21:38:46.429771+01","2020-12-17 11:49:10.250581+01",,34,45,TRUE,,,,,,,10,11,38,59,"C","GOOD"
3421,"2020-12-09 09:41:54.943255+01","2020-12-17 11:55:00.921508+01",,112,78,TRUE,0,0,0,0,"","",6,16,31,53,"C","GOOD"
2034,"2020-11-29 21:38:46.459854+01","2020-12-17 11:49:22.662044+01",,37,36,TRUE,,,,,,,15,5,27,47,"D","PASS"
2013,"2020-11-29 21:38:46.426571+01","2020-12-17 11:49:10.226736+01",,34,27,TRUE,,,,,,,12,9,48,69,"B","VERY GOOD"
1964,"2020-11-29 21:38:46.340486+01","2020-12-21 13:31:16.373325+01",,55,40,TRUE,,,,,,,15,12,27,54,"C","GOOD"
3343,"2020-12-09 08:45:40.441778+01","2020-12-17 12:12:46.524609+01",,73,65,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3348,"2020-12-09 08:46:16.027673+01","2020-12-17 12:12:58.827886+01",,75,68,TRUE,0,0,0,0,"","",14,10,25,49,"D","PASS"
3339,"2020-12-09 08:45:40.434959+01","2020-12-17 12:12:46.520153+01",,73,89,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3353,"2020-12-09 08:47:04.013728+01","2020-12-17 12:13:11.985411+01",,77,89,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3355,"2020-12-09 08:47:04.017959+01","2020-12-17 12:13:11.988747+01",,77,68,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3395,"2020-12-09 08:51:00.38486+01","2020-12-17 12:17:43.528661+01",,123,89,TRUE,0,0,0,0,"","",15,5,39,59,"C","GOOD"
3357,"2020-12-09 08:47:04.021406+01","2020-12-17 12:13:11.990799+01",,77,65,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3371,"2020-12-09 08:48:37.482023+01","2020-12-17 12:14:15.241772+01",,118,65,TRUE,0,0,0,0,"","",0,14,27,41,"E","PASS"
3409,"2020-12-09 08:52:15.246819+01","2020-12-17 12:18:42.758313+01",,122,89,TRUE,0,0,0,0,"","",10,5,26,41,"E","PASS"
3364,"2020-12-09 08:48:02.872273+01","2020-12-17 12:14:06.621849+01",,106,65,TRUE,0,0,0,0,"","",8,12,26,46,"D","PASS"
3391,"2020-12-09 08:50:24.419191+01","2020-12-17 12:17:32.123952+01",,105,77,TRUE,0,0,0,0,"","",17,11,15,43,"E","PASS"
3376,"2020-12-09 08:49:10.927309+01","2020-12-17 12:14:23.57343+01",,120,68,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
3378,"2020-12-09 08:49:10.930271+01","2020-12-17 12:14:23.576518+01",,120,65,TRUE,0,0,0,0,"","",0,0,0,0,"F","WEAK"
